idx	env	arm	t	seed	log	cmd
241	pusht	leflow_accept_tauown	75	43	logs/rbV_pusht_leflow_accept_tauown_t75_seed43.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
242	pusht	leflow_accept_tauown	75	44	logs/rbV_pusht_leflow_accept_tauown_t75_seed44.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 44 --cem-seed 44
243	pusht	leflow_accept_tauown	75	45	logs/rbV_pusht_leflow_accept_tauown_t75_seed45.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 45 --cem-seed 45
244	pusht	leflow_accept_tauown	75	46	logs/rbV_pusht_leflow_accept_tauown_t75_seed46.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
245	pusht	leflow_accept_tauown	75	47	logs/rbV_pusht_leflow_accept_tauown_t75_seed47.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
246	pusht	leflow_accept_tauown	75	48	logs/rbV_pusht_leflow_accept_tauown_t75_seed48.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
247	pusht	leflow_accept_tauown	75	49	logs/rbV_pusht_leflow_accept_tauown_t75_seed49.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
248	pusht	leflow_accept_tauown	100	42	logs/rbV_pusht_leflow_accept_tauown_t100_seed42.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 42 --cem-seed 42
249	pusht	leflow_accept_tauown	100	43	logs/rbV_pusht_leflow_accept_tauown_t100_seed43.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
250	pusht	leflow_accept_tauown	100	44	logs/rbV_pusht_leflow_accept_tauown_t100_seed44.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 44 --cem-seed 44
251	pusht	leflow_accept_tauown	100	45	logs/rbV_pusht_leflow_accept_tauown_t100_seed45.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 45 --cem-seed 45
252	pusht	leflow_accept_tauown	100	46	logs/rbV_pusht_leflow_accept_tauown_t100_seed46.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
253	pusht	leflow_accept_tauown	100	47	logs/rbV_pusht_leflow_accept_tauown_t100_seed47.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
254	pusht	leflow_accept_tauown	100	48	logs/rbV_pusht_leflow_accept_tauown_t100_seed48.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
255	pusht	leflow_accept_tauown	100	49	logs/rbV_pusht_leflow_accept_tauown_t100_seed49.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
256	pusht	leflow_accept_tauown	150	42	logs/rbV_pusht_leflow_accept_tauown_t150_seed42.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 42 --cem-seed 42
257	pusht	leflow_accept_tauown	150	43	logs/rbV_pusht_leflow_accept_tauown_t150_seed43.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
258	pusht	leflow_accept_tauown	150	44	logs/rbV_pusht_leflow_accept_tauown_t150_seed44.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 44 --cem-seed 44
259	pusht	leflow_accept_tauown	150	45	logs/rbV_pusht_leflow_accept_tauown_t150_seed45.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 45 --cem-seed 45
260	pusht	leflow_accept_tauown	150	46	logs/rbV_pusht_leflow_accept_tauown_t150_seed46.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
261	pusht	leflow_accept_tauown	150	47	logs/rbV_pusht_leflow_accept_tauown_t150_seed47.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
262	pusht	leflow_accept_tauown	150	48	logs/rbV_pusht_leflow_accept_tauown_t150_seed48.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
263	pusht	leflow_accept_tauown	150	49	logs/rbV_pusht_leflow_accept_tauown_t150_seed49.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes150.json --goal-offset 150 --eval-budget 300 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
264	pusht	leflow_router_tauown	25	42	logs/rbV_pusht_leflow_router_tauown_t25_seed42.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes25.json --goal-offset 25 --eval-budget 50 --num-eval 256 --score block --angles 20 5 --seed 42 --cem-seed 42
265	pusht	leflow_router_tauown	25	43	logs/rbV_pusht_leflow_router_tauown_t25_seed43.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes25.json --goal-offset 25 --eval-budget 50 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
266	pusht	leflow_router_tauown	25	44	logs/rbV_pusht_leflow_router_tauown_t25_seed44.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes25.json --goal-offset 25 --eval-budget 50 --num-eval 256 --score block --angles 20 5 --seed 44 --cem-seed 44
267	pusht	leflow_router_tauown	25	45	logs/rbV_pusht_leflow_router_tauown_t25_seed45.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes25.json --goal-offset 25 --eval-budget 50 --num-eval 256 --score block --angles 20 5 --seed 45 --cem-seed 45
268	pusht	leflow_router_tauown	25	46	logs/rbV_pusht_leflow_router_tauown_t25_seed46.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes25.json --goal-offset 25 --eval-budget 50 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
269	pusht	leflow_router_tauown	25	47	logs/rbV_pusht_leflow_router_tauown_t25_seed47.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes25.json --goal-offset 25 --eval-budget 50 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
270	pusht	leflow_router_tauown	25	48	logs/rbV_pusht_leflow_router_tauown_t25_seed48.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes25.json --goal-offset 25 --eval-budget 50 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
271	pusht	leflow_router_tauown	25	49	logs/rbV_pusht_leflow_router_tauown_t25_seed49.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes25.json --goal-offset 25 --eval-budget 50 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
272	pusht	leflow_router_tauown	50	42	logs/rbV_pusht_leflow_router_tauown_t50_seed42.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 42 --cem-seed 42
273	pusht	leflow_router_tauown	50	43	logs/rbV_pusht_leflow_router_tauown_t50_seed43.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
274	pusht	leflow_router_tauown	50	44	logs/rbV_pusht_leflow_router_tauown_t50_seed44.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 44 --cem-seed 44
275	pusht	leflow_router_tauown	50	45	logs/rbV_pusht_leflow_router_tauown_t50_seed45.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 45 --cem-seed 45
276	pusht	leflow_router_tauown	50	46	logs/rbV_pusht_leflow_router_tauown_t50_seed46.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
277	pusht	leflow_router_tauown	50	47	logs/rbV_pusht_leflow_router_tauown_t50_seed47.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
278	pusht	leflow_router_tauown	50	48	logs/rbV_pusht_leflow_router_tauown_t50_seed48.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
279	pusht	leflow_router_tauown	50	49	logs/rbV_pusht_leflow_router_tauown_t50_seed49.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes50.json --goal-offset 50 --eval-budget 100 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
280	pusht	leflow_router_tauown	75	42	logs/rbV_pusht_leflow_router_tauown_t75_seed42.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 42 --cem-seed 42
281	pusht	leflow_router_tauown	75	43	logs/rbV_pusht_leflow_router_tauown_t75_seed43.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
282	pusht	leflow_router_tauown	75	44	logs/rbV_pusht_leflow_router_tauown_t75_seed44.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 44 --cem-seed 44
283	pusht	leflow_router_tauown	75	45	logs/rbV_pusht_leflow_router_tauown_t75_seed45.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 45 --cem-seed 45
284	pusht	leflow_router_tauown	75	46	logs/rbV_pusht_leflow_router_tauown_t75_seed46.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 46 --cem-seed 46
285	pusht	leflow_router_tauown	75	47	logs/rbV_pusht_leflow_router_tauown_t75_seed47.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 47 --cem-seed 47
286	pusht	leflow_router_tauown	75	48	logs/rbV_pusht_leflow_router_tauown_t75_seed48.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 48 --cem-seed 48
287	pusht	leflow_router_tauown	75	49	logs/rbV_pusht_leflow_router_tauown_t75_seed49.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes75.json --goal-offset 75 --eval-budget 150 --num-eval 256 --score block --angles 20 5 --seed 49 --cem-seed 49
288	pusht	leflow_router_tauown	100	42	logs/rbV_pusht_leflow_router_tauown_t100_seed42.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 42 --cem-seed 42
289	pusht	leflow_router_tauown	100	43	logs/rbV_pusht_leflow_router_tauown_t100_seed43.log	python -m surveyor.envs.pusht.eval --subgoal leflow+surveyor --leflow-ckpt leflow/pusht/latent_planner.pt --leflow-stats leflow/pusht/action_stats.json --gdm-ckpt gdm_stride10.pt --gdm-steps 3 --accept-tau 0.233 --sg-steps 10 --cstar-route --source pretrained --h5 pusht_c2222.h5 --device cuda --mode long --episodes-file episodes/pusht_c2222.episodes100.json --goal-offset 100 --eval-budget 200 --num-eval 256 --score block --angles 20 5 --seed 43 --cem-seed 43
